Position	Strand	Type	Locus	Product	EGDe_37C_TSS	sigB	prfA	EGDe_30C	EGDe_minusO2	EGDe_Stat	EGDe_Complete_TSS
2697257	-	Upstream	lmo2613	50S ribosomal protein L15	5	3	2	5	0	2	17
2697487	-	Middle	lmo2615	30S ribosomal protein S5	0	2	0	4	2	0	8
2697494	-	Middle	lmo2615	30S ribosomal protein S5	3	0	0	6	0	0	9
2697992	-	Middle	lmo2616	50S ribosomal protein L18	2	2	0	0	11	0	15
2698378	-	Upstream	lmo2616	50S ribosomal protein L18	6	2	2	3	8	0	21
2698386	-	Upstream	lmo2616	50S ribosomal protein L18	0	0	0	3	3	4	10
2698397	-	Middle	lmo2617	50S ribosomal protein L6	8	2	2	2	4	0	18
2698941	-	Upstream	lmo2617	50S ribosomal protein L6	0	2	0	0	2	0	4
2698949	-	Upstream	lmo2617	50S ribosomal protein L6	2	6	0	3	0	0	11
2699352	-	Upstream	lmo2618	30S ribosomal protein S8	2	2	0	0	3	0	7
2699389	-	Middle	lmo2619	30S ribosomal protein S14	7	10	7	6	13	25	68
2699593	-	Upstream	lmo2619	30S ribosomal protein S14	27	27	8	78	204	15	359
2699603	-	Middle	lmo2620	50S ribosomal protein L5	14	10	4	11	20	5	64
2700167	-	Middle	lmo2621	50S ribosomal protein L24	4	5	4	6	2	0	21
2700188	-	Middle	lmo2621	50S ribosomal protein L24	3	0	0	9	0	0	12
2700948	-	Upstream	lmo2622	50S ribosomal protein L14	10	15	5	7	13	4	54
2700955	-	Upstream	lmo2622	50S ribosomal protein L14	49	22	9	9	30	2	121
2701261	-	Middle	lmo2624	50S ribosomal protein L29	12	12	0	2	0	0	26
2701469	-	Middle	lmo2625	50S ribosomal protein L16	9	8	2	3	3	0	25
2702559	-	Middle	lmo2627	50S ribosomal protein L22	0	0	0	5	3	2	10
2702913	-	Middle	lmo2628	30S ribosomal protein S19	4	6	0	4	3	2	19
2702929	-	Middle	lmo2628	30S ribosomal protein S19	4	3	0	2	0	0	9
2703252	-	Upstream	lmo2628	30S ribosomal protein S19	3	2	0	3	0	0	8
2703264	-	Upstream	lmo2628	30S ribosomal protein S19	0	4	0	4	0	0	8
2704138	-	Upstream	lmo2629	50S ribosomal protein L2	0	0	0	0	5	0	5
2704483	-	Middle	lmo2631	50S ribosomal protein L4	3	0	0	3	2	0	8
2705083	-	Middle	lmo2632	50S ribosomal protein L3	4	10	2	3	2	0	21
2706100	-	Upstream	lmo2633	30S ribosomal protein S10	0	0	0	5	7	0	12
2706233	-	Upstream	lmo2633	30S ribosomal protein S10	8	13	14	15	12	2	64
2709393	-	Upstream	lmo2636	conserved hypothetical lipoprotein	4	2	0	6	22	0	34
2710421	-	Upstream	lmo2637	conserved lipoprotein	325	323	95	19	51	57	870
2710439	-	Upstream	lmo2637	conserved lipoprotein	98	139	21	54	49	56	417
2710448	-	Upstream	lmo2637	conserved lipoprotein	528	811	123	63	73	56	1654
2710454	-	Upstream	lmo2637	conserved lipoprotein	451	853	89	92	67	66	1618
2710506	-	Upstream	lmo2637	conserved lipoprotein	58	93	32	8	5	3	199
2710512	-	Upstream	lmo2637	conserved lipoprotein	44911	80857	18850	3046	10205	3313	161182
2710794	+	Upstream	lmo2638	NADH dehydrogenase	64	59	19	62	124	26	354
2710808	+	Upstream	lmo2638	NADH dehydrogenase	13	3	0	6	13	34	69
2710825	+	Upstream	lmo2638	NADH dehydrogenase	12	0	2	4	5	2	25
2712901	+	Upstream	lmo2639	hypothetical protein	0	0	0	0	3	0	3
2718257	-	Upstream	lmo2644	hypothetical protein	26	33	8	6	6	5	84
2723640	-	Upstream	lmo2651	mannitol-specific PTS enzyme IIA component	77	8	111	90	53	35	374
2725899	-	Upstream	lmo2652	transcriptional antiterminator	123	160	69	9	19	13	393
2727195	-	Upstream	lmo2653	elongation factor Tu	7	0	2	3	2	0	14
2727206	-	Upstream	lmo2653	elongation factor Tu	7	2	2	2	4	3	20
2727222	-	Upstream	lmo2653	elongation factor Tu	0	0	0	7	14	2	23
2727228	-	Upstream	lmo2653	elongation factor Tu	4	2	0	0	4	0	10
2727246	-	Upstream	lmo2653	elongation factor Tu	2	2	5	0	4	3	16
2727267	-	Upstream	lmo2653	elongation factor Tu	143	129	63	47	308	46	736
2727284	-	Upstream	lmo2653	elongation factor Tu	3	5	0	4	6	0	18
2729448	-	Upstream	lmo2654	elongation factor G	0	2	0	5	4	0	11
2729961	-	Middle	lmo2656	30S ribosomal protein S12	5	2	2	0	0	0	9
2729968	-	Middle	lmo2656	30S ribosomal protein S12	3	3	2	0	0	0	8
2730505	-	Upstream	lmo2656	30S ribosomal protein S12	127	134	98	249	66	116	790
2732424	-	Middle	lmo2658	spermidine-spermine N1-acetyl transferase	11	7	0	0	0	0	18
2732482	-	Upstream	lmo2658	spermidine-spermine N1-acetyl transferase	16	30	14	20	41	39	160
2736457	+	Intergenic	NA	NA	0	0	0	0	8	0	8
2742974	-	Upstream	lmo2668	BglG antiterminator ( transcriptional ) family	4	8	2	3	11	0	28
2744173	-	Upstream	lmo2669	hypothetical P	64	118	79	44	810	83	1198
2744954	-	Upstream	lmo2671	hypothetical P	19	13	5	5	6	3	51
2745808	-	Upstream	( weakly ) lmo2672	transcription regulator	28	0	2	2	2	9	43
2745876	+	Upstream	lmo2673	hypothetical protein	210	2	73	13	28	79	405
2745907	+	Upstream	lmo2673	hypothetical protein	4	0	0	2	0	0	6
2746396	+	Upstream	lmo2674	ribose-5-phosphate isomerase B	75	56	10	16	15	17	189
2747032	+	Upstream	lmo2675	hypothetical P	66	134	51	36	104	61	452
2747046	+	Upstream	lmo2675	hypothetical P	0	4	0	0	0	0	4
2747052	+	Upstream	lmo2675	hypothetical P	0	3	3	0	0	0	6
2757574	+	Upstream	lmo2683	cellobiose II B phosphotransferase enzyme component	595	1230	235	288	688	31	3067
2757953	+	Upstream	lmo2684	cellobiose II C phosphotransferase enzyme component	6	3	2	0	0	0	11
2760711	-	Upstream	lmo2686	hypothetical protein	19	22	3	41	65	20	170
2766127	-	Upstream	NA	NA	52	116	26	87	104	24	409
2766809	-	Upstream	lmo2690	transcription regulator- TetR family	18	31	13	23	32	25	142
2766904	+	Upstream	lmo2691	autolysin	164	294	74	27	81	65	705
2769305	-	Upstream	lmo2692	hypothetical protein	129	102	31	16	22	29	329
2770040	-	Upstream	lmo2693	thymidylate kinase	6	2	0	18	32	9	67
2771465	-	Upstream	lmo2694	lysine decarboxylase	10	11	3	2	12	0	38
2771549	+	Upstream	lmo2695	dihydroxyacetone kinase subunit DhaK	25	24	11	10	20	23	113
2771592	+	Upstream	lmo2695	dihydroxyacetone kinase subunit DhaK	52	0	13	33	37	54	189
2771607	+	Upstream	lmo2695	dihydroxyacetone kinase subunit DhaK	4	0	0	0	0	0	4
2775617	+	Upstream	lmo2700	aldo-keto reductase	23	16	15	4	24	8	90
2776777	-	Upstream	lmo2701	YaaL protein	2	0	0	0	0	3	5
2776817	-	Middle	lmo2702	recombination protein RecR	7	7	6	4	13	5	42
2777416	-	Upstream	lmo2702	recombination protein RecR	3	6	2	0	2	0	13
2777838	-	Upstream	lmo2703	YaaK protein	9	8	4	0	0	0	21
2777849	-	Middle	lmo2704	highly DNA polymerase III gamma and tau subunits	11	5	3	0	3	0	22
2779616	-	Upstream	lmo2704	highly DNA polymerase III gamma and tau subunits	83	69	19	26	65	20	282
2780402	-	Middle	lmo2706	hypothetical protein	0	2	0	0	3	3	8
2780816	-	Upstream	lmo2707	hypothetical protein	47	40	14	3	42	3	149
2782496	-	Upstream	lmo2708	PTS system- cellobiose-specific enzyme IIC	3	3	0	0	0	0	6
2782512	-	Upstream	lmo2708	PTS system- cellobiose-specific enzyme IIC	21	22	8	4	14	0	69
2782704	+	Upstream	lmo2709	hypothetical protein	1463	1552	825	187	183	162	4372
2782978	+	Intergenic	NA	NA	9	37	43	27	14	41	171
2783264	-	Intergenic	NA	NA	10	30	18	50	152	406	666
2784293	-	Upstream	lmo2710	hypothetical protein	0	0	0	7	8	3	18
2784302	-	Upstream	lmo2710	hypothetical protein	0	0	3	13	0	60	76
2784310	-	Upstream	lmo2710	hypothetical protein	2	2	0	7	0	10	21
2784375	+	Middle	lmo2711	hypothetical protein	19	11	15	4	0	0	49
2784413	-	Upstream	NA	NA	2	3	0	8	20	24	57
2784421	-	Intergenic	NA	NA	0	0	3	22	136	27	188
2784432	-	Intergenic	NA	NA	2	3	2	13	41	12	73
2784443	-	Intergenic	NA	NA	0	0	0	8	52	4	64
2784449	-	Intergenic	NA	NA	0	0	0	6	26	11	43
2784775	-	Intergenic	NA	NA	9	5	8	39	34	15	110
2786344	-	Upstream	lmo2712	highly gluconate kinase	15	11	4	2	7	0	39
2786350	-	Upstream	lmo2712	highly gluconate kinase	0	6	3	0	2	0	11
2788381	-	Upstream	lmo2714	pepdidoglycan bound protein	3	2	0	0	0	0	5
2788388	-	Upstream	lmo2714	pepdidoglycan bound protein	153	68	44	6	30	6	307
2791998	-	Middle	lmo2717	highly cytochrome D ubiquinol oxidase subunit II	0	0	0	0	13	4	17
2792009	-	Middle	lmo2717	highly cytochrome D ubiquinol oxidase subunit II	0	4	0	4	4	5	17
2794509	-	Upstream	lmo2718	highly cytochrome D ubiquinol oxidase subunit I	2	3	0	2	0	0	7
2794580	-	Upstream	lmo2718	highly cytochrome D ubiquinol oxidase subunit I	14	5	0	0	0	0	19
2794741	-	Intergenic	NA	NA	0	0	0	3	6	5	14
2795253	-	Upstream	lmo2719	hypothetical protein	0	0	0	0	5	0	5
2795254	-	Upstream	lmo2719	hypothetical protein	26	30	8	39	150	126	379
2795360	+	Upstream	lmo2720	acetate-CoA ligase	70	57	2	0	2	0	131
2797782	-	Upstream	lmo2721	putative 6-phosphogluconolactonase	9	6	7	0	13	11	46
2797806	+	Upstream	lmo2722	merR-family transcriptional regulator	3	2	0	0	0	0	5
2798603	+	Upstream	lmo2723	hypothetical protein	50	125	55	8	12	19	269
2798611	+	Upstream	lmo2723	hypothetical protein	0	3	0	0	0	0	3
2799580	-	Upstream	lmo2724	hypothetical protein	35	0	4	8	14	7	68
2801459	-	Upstream	lmo2726	transcription regulators	2	4	0	4	4	4	18
2801556	+	Upstream	lmo2727	hypothetical protein	0	0	3	0	5	4	12
2804458	-	Upstream	lmo2731	transcription regulator RpiR family	4	3	2	5	4	0	18
2804464	-	Upstream	lmo2731	transcription regulator RpiR family	76	64	40	33	57	82	352
2805302	-	Upstream	lmo2732	hypothetical protein	22	15	7	2	0	3	49
2805401	+	Upstream	lmo2733	PTS system- fructose-specific IIABC component	0	2	0	4	0	0	6
2815299	-	Upstream	lmo2738	conserved hypothetical protein hypothetical hemolysin	0	0	0	0	2	8	10
2815361	-	Upstream	lmo2738	conserved hypothetical protein hypothetical hemolysin	68	55	22	6	42	4	197
2817597	-	Upstream	lmo2741	drug-efflux transporters	35	16	11	9	30	15	116
2818736	-	Upstream	lmo2743	putative translaldolase	77	37	22	74	86	55	351
2819818	+	Upstream	lmo2745	ABC transporter ATP-binding protein	0	0	2	0	4	4	10
2822658	-	Middle	lmo2747	seryl-tRNA synthetase	6	3	0	0	0	0	9
2823212	-	Upstream	lmo2747	seryl-tRNA synthetase	5	3	0	0	0	0	8
2823486	-	Upstream	NA	NA	36	47	15	18	49	2	167
2823974	-	Upstream	lmo2748	stress protein YdaG	129	0	34	37	67	267	534
2830247	+	Upstream	lmo2753	hypothetical protein	7	10	3	11	33	53	117
2837807	-	Upstream	lmo2757	ATP-dependent DNA helicases	53	70	60	47	55	37	322
2839573	-	Upstream	lmo2758	inosine-monophosphate dehydrogenase	11	5	0	0	6	0	22
2840244	-	Upstream	lmo2759	hypothetical protein	40	56	35	21	29	80	261
2842199	-	Intergenic	NA	NA	89	57	9	23	108	13	299
2842362	+	Upstream	lmo2761	beta-glucosidase	0	7	0	0	0	0	7
2848336	-	Upstream	lmo2767	hypothetical protein	4	3	0	0	0	0	7
2848360	-	Upstream	lmo2767	hypothetical protein	41	54	31	93	320	55	594
2848383	-	Upstream	lmo2767	hypothetical protein	2	9	2	0	0	0	13
2849566	-	Middle	lmo2769	ABC transporter- ATP-binding protein	2	2	0	0	0	0	4
2849576	-	Middle	lmo2769	ABC transporter- ATP-binding protein	6	7	0	2	4	0	19
2850464	-	Upstream	lmo2769	ABC transporter- ATP-binding protein	10	16	4	29	104	26	189
2857320	-	Upstream	lmo2773	transcription antiterminator	11	9	2	6	4	2	34
2861280	+	Upstream	lmo2777	efflux protein	3	0	0	0	6	0	9
2864726	-	Upstream	lmo2779	GTP-dependent nucleic acid-binding protein EngD	6	8	4	21	61	0	100
2871146	-	Upstream	lmo2784	lichenan operon transcription antiterminator licR	18	31	10	21	17	9	106
2872792	-	Upstream	lmo2785	catalase	3	0	0	0	0	0	3
2872846	-	Upstream	lmo2785	catalase	20	14	10	5	44	11	104
2876672	-	Middle	lmo2788	transcription antiterminator	9	8	2	0	0	0	19
2876803	-	Upstream	lmo2788	transcription antiterminator	228	153	98	99	129	17	724
2877167	-	Middle	lmo2790	partition protein ParB homolg	4	4	0	0	0	0	8
2878812	-	Upstream	lmo2791	partition protein- ParA-like protein	75	98	20	11	65	13	282
2879769	-	Upstream	lmo2792	hypothetical protein	140	84	41	43	105	34	447
2880301	-	Middle	lmo2794	DNA-binding protein Spo0J-like homolog YyaA	0	7	0	4	10	4	25
2881138	-	Upstream	lmo2794	DNA-binding protein Spo0J-like homolog YyaA	139	149	93	153	252	96	882
2882256	-	Middle	lmo2796	transcription regulator	3	6	0	0	5	2	16
2887344	-	Upstream	lmo2801	N-acetylmannosamine-6-phosphate 2-epimerase	5	2	2	0	0	0	9
2888321	-	Upstream	lmo2802	16S rRNA methyltransferase GidB	3	6	0	0	6	0	15
2890699	-	Upstream	lmo2805	hypothetical secreted protein	6	15	4	2	0	2	29
2892470	-	Upstream	lmo2809	hypothetical secreted protein	3	2	2	0	6	4	17
2898403	-	Upstream	lmo2814	transcriptional regulator	12	30	10	26	76	31	185
2898477	+	Upstream	lmo2815	3-ketoacyl-acyl-carrier-protein reductase	14	4	0	0	5	0	23
2904445	-	Upstream	lmo2819	carboxypeptidase	13	14	4	11	10	15	67
2906972	-	Upstream	lmo2820	amino-terminal domain-containing protein	15	10	6	0	6	0	37
2912286	-	Middle	lmo2824	D-3-phosphoglycerate dehydrogenase	0	2	0	0	2	16	20
2913898	-	Upstream	lmo2825	phosphoserine aminotransferase	10	4	0	0	0	0	14
2915680	-	Upstream	lmo2827	transcriptional regulator MarR family	3	6	0	3	5	2	19
2916111	-	Upstream	lmo2828	hypothetical protein	202	385	130	41	79	277	1114
2917279	-	Upstream	lmo2830	thioredoxin	129	280	101	297	541	659	2007
2919237	-	Middle	lmo2833	a maltose phosphorylase	25	37	12	7	17	10	108
2929120	-	Upstream	lmo2841	weakly sucrose phosphorylase	4	3	6	3	2	0	18
2929260	+	Upstream	lmo2842	transcriptional regulator	120	133	68	58	42	122	543
2933171	-	Upstream	lmo2844	hypothetical protein	32	86	14	21	100	73	326
2933271	+	Upstream	lmo2845	transmembrane efflux proteins	8	32	4	5	27	3	79
2940026	+	Upstream	lmo2851	AraC-type regulatory protein	222	132	39	44	20	23	480
2940035	+	Upstream	lmo2851	AraC-type regulatory protein	4	0	2	0	0	0	6
2942254	-	Middle	lmo2854	SpoIIIJ protein	3	3	0	3	3	3	15
2942262	-	Middle	lmo2854	SpoIIIJ protein	0	5	3	2	2	0	12
2943376	-	Middle	lmo2855	ribonuclease P	3	5	0	0	6	0	14
2943771	-	Intergenic	NA	NA	2	6	0	0	0	0	8
2943777	-	Intergenic	NA	NA	4	12	0	6	0	0	22
2943784	-	Intergenic	NA	NA	6	0	0	0	0	0	6
2943821	-	Intergenic	NA	NA	5	7	2	11	34	0	59
