Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	LOGFC_EGD_WT vs EGDe_280212.gr	STAT_EGD_WT vs EGDe_280212_TSTUDENTTILING.gr	CORR_EGD_WT vs EGDe_280212_ARRAYSCORR.gr	STAT_EGD_WT vs EGDe_280212_FDRBY.gr	STAT_EGD_WT vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo1824	0.9281795103536812	0.30847135925456115	0.6298404692490003	1.3718096518676122E-9	0.6785761398772967	0.5000000318005559	0.500001966489136	-	1898529	1900922	2394	priA		primosome assembly protein PriA				ATG	 
lmo1825	0.28479656391914965	0.7708719236025563	-0.15322265284399972	0.3198096904313138	-0.5380073787951241	1.0	1.0	-	1900927	1902126	1200			pantothenate metabolism flavoprotein				ATG	 
lmo1826	-0.061591530157690144	0.9505444457680606	-0.4977756263594999	0.3234437953331456	8.081884393601952	1.0	1.0	-	1902281	1902484	204	rpoZ		DNA-directed RNA polymerase subunit omega				ATG	 
lmo1827	-0.05605818903073967	0.944434906881014	-0.5450610127065001	0.0030594034777594393	9.72312916508263	0.5248483916333544	1.0	-	1902484	1903101	618	gmk		guanylate kinase				ATG	 
lmo1828	0.12009618344070994	0.8836164398879838	0.1326006372840003	0.5278977457279694	1.1041203266002508	1.0	1.0	-	1903120	1903995	876			hypothetical protein				ATG	 
lmo1829	-0.2765608090855203	0.7677862106493623	-0.8728405212099997	1.7773439623224893E-9	3.156052819255722	0.5000000402113819	0.50000254782257	+	1904152	1905864	1713			fibronectin-binding proteins				ATG	 
lmo1830	0.8313987689270803	0.3176285839733124	-0.044262985559999635	0.9894761720240823	-0.053239176210377354	1.0	1.0	+	1905952	1906551	600			short-chain dehydrogenase				ATG	 
lmo1831	-0.5973132731820705	0.5509860638088948	-0.6228227497909997	0.0032893623794463876	1.0427070312250595	0.5264354432867138	1.0	-	1906592	1907221	630	pyrE		orotate phosphoribosyltransferase				ATG	 
lmo1832	-0.2022663154434996	0.8415008848484185	-0.39965821504099974	0.0019888060009404123	1.9759010004443323	0.51663883347277	1.0	-	1907218	1907919	702	pyrF		orotidine 5'-phosphate decarboxylase				ATG	 
lmo1833	-0.12738600435552971	0.8998428732665613	-0.4295126809524996	0.0019871477530285695	3.371741527850621	0.5166363315502456	1.0	-	1907916	1908830	915	pyrD		dihydroorotate dehydrogenase				ATG	 
lmo1834	-0.2595195469907985	0.7974967763494502	-0.4689663543110001	0.011783239807180483	1.8070559992447417	0.585289562828141	1.0	-	1908827	1909591	765	pyrDII		dihydroorotate dehydrogenase electron transfer subunit				GTG	 
lmo1835	-0.23256046948968923	0.817105776787911	-0.6708482196770005	1.4378607206696705E-10	2.884618444179496	0.5000000038176022	0.5000002061173343	-	1909614	1912826	3213	carB		carbamoyl-phosphate synthetase				ATG	 
lmo1836	-0.39705004562253876	0.6910105455102173	-1.0329755424720002	3.993692055564561E-8	2.6016255478635886	0.5000007274113629	0.5000572495756165	-	1912819	1913910	1092	pyrAa		carbamoyl phosphate synthase small subunit				ATG	 
lmo1837	-1.112065511377839	0.2458037647723108	-1.395012750766	1.7315054464542813E-15	1.2544339667881543	0.5000000000000894	0.5000000000024821	-	1913907	1915187	1281	pyrC		dihydroorotase				ATG	 
lmo1838	-1.9538841901172699	0.012145288907626117	-2.2996559766805	7.55795497258402E-16	1.176966366948533	0.5000000000000421	0.5000000000010835	-	1915175	1916086	912	pyrB		aspartate carbamoyltransferase				ATG	 
lmo1839	-1.60179420297598	0.084248397816864	-1.9489911591245002	8.801841813164407E-22	1.2167550335139568	0.5	0.5	-	1916166	1917452	1287	pyrP		uracil permease				ATG	 
lmo1840	-0.7911734867962306	0.43284910798887244	-1.5955119654589998	4.98947327201773E-7	2.0166398294258427	0.5000075395332569	0.5007152409935437	-	1917581	1918132	552	pyrR		bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase				ATG	 
lmo1841	0.131576239909581	0.8951053482404694	-1.3422992052799998	0.0043104500886675225	-10.20168387698589	0.5338199375985454	1.0	+	1918363	1918593	231			hypothetical protein				ATG	 
lmo1842	-0.30852802428655846	0.7093835740157699	-0.5679155500799995	0.1979022149903663	1.84072598070548	1.0	1.0	+	1918681	1919505	825			hypothetical protein				ATG	 
lmo1843	0.31539060263511054	0.6981302814658403	-0.07859738134600036	0.38604415107700263	-0.24920647821879835	1.0	1.0	-	1919525	1920436	912			hypothetical protein				ATG	 
lmo1844	0.44606187546205156	0.5969534830524621	0.14796111077700047	0.44871738000807426	0.33170535057212747	1.0	1.0	-	1920436	1920900	465	lspA		lipoprotein signal peptidase				ATG	 
lmo1845	-0.39244288572493957	0.626789298191321	-0.7726739783039998	2.3423879170341463E-5	1.9688826232043393	0.5002712430451549	0.5335781307906845	-	1920982	1922265	1284			hypothetical protein				ATG	 
lmo1846	0.4963631350063107	0.5521785618447295	-0.025883785299999573	0.9293760998915509	-0.05214687287296324	1.0	1.0	+	1922439	1923809	1371			multidrug transporter				TTG	 
lmo1847	-0.04684088423199029	0.9306720877877135	-0.33551897830800037	5.615859683021546E-4	7.162951421802057	0.5051604408305358	1.0	-	1923825	1924757	933			metal ABC transporter				ATG	 
lmo1848	-0.04133232791548913	0.9448167048399028	-0.5676227177240003	0.011754700500751383	13.733141740397492	0.5851837388816123	1.0	-	1924754	1925596	843			metal ABC transporter permease				TTG	 
lmo1849	-0.3046341561274897	0.6135038775003068	-0.8264643179159998	4.623191316117496E-9	2.7129732542864424	0.5000000984121683	0.5000066273447517	-	1925600	1926322	723			metal ABC transporter ATP-binding protein				ATG	 
lmo1850	0.5742391061635104	0.48984695690066027	0.5429272138029999	0.2567322414263873	0.9454723789717056	1.0	1.0	-	1926482	1926898	417			MarR family transcriptional regulator				ATG	 
lmo1851	0.9525896414604098	0.28505545328673687	1.0714727310955001	9.296738702819156E-15	1.124799897522328	0.500000000000448	0.5000000000133269	-	1926935	1928425	1491			carboxy-terminal processing proteinase				ATG	 
lmo1852	-0.7126814835316395	0.47936521069657523	-1.1538592874224995	0.001574234594688944	1.6190392399485904	0.5135121577274154	1.0	-	1928579	1928785	207			mercury-binding protein				ATG	 
lmo1853	0.018051976921599433	0.9854905632721551	-0.388865393928	0.003703859600178171	-21.541429817734663	0.5294189153537646	1.0	-	1928798	1931011	2214			heavy metal-transporting ATPase				ATG	 
lmo1854	0.3054242760108403	0.7631170168707588	0.42900702005100033	0.570826991344425	1.4046264614400648	1.0	1.0	-	1931026	1931319	294			hypothetical protein				ATG	 
lmo1855	0.4951777285203107	0.5272544564384021	0.23115083615300058	0.20978213560075454	0.4668037814295993	1.0	1.0	-	1931442	1932266	825			D-alanyl-D-alanine carboxypeptidase				ATG	 
lmo1856	0.8932355869611097	0.2777822124358271	0.8793987117490001	1.4171296181119148E-5	0.9845092656247785	0.5001707224547084	0.5203145530756343	-	1932324	1933025	702	deoD		purine nucleoside phosphorylase				ATG	 
lmo1857	0.9087499626199094	0.27025341930928715	0.7500192277634998	0.022844132450869806	0.825330683482185	0.655597054727771	1.0	-	1933037	1933270	234			hypothetical protein				TTG	 
lmo1858	0.7449915797112503	0.3910228042187951	0.5745664387180005	0.0021363993877598617	0.7712388359351598	0.5177885230016646	1.0	-	1933333	1934238	906			dehydrogenase				ATG	 
lmo1859	-0.4144089821285899	0.6052669385378651	-0.9876828987075001	3.135499266054941E-4	2.3833530191221217	0.5030362281964895	0.9494738197889758	-	1934321	1934758	438			methionine sulfoxide reductase B				ATG	 
lmo1860	-0.2760707879834907	0.7309965039951392	-0.9514995364239995	1.7239095307153847E-5	3.446578116337684	0.5002046588761779	0.5247122431228051	-	1934765	1935298	534			methionine sulfoxide reductase A				ATG	 
lmo1861	-3.7248174434517187	4.482778193093395E-7	-2.7916903324190003	1.9771313010062826E-5	0.7494838001596108	3.1880403892055125E-4	0.02897940412007329	-	1935334	1935948	615			hypothetical protein				GTG	 
lmo1862	1.7878402667465414	0.05207201731904454	1.0777026249830002	0.3922557182755324	0.6027958118116287	1.0	1.0	-	1935964	1936749	786			hypothetical protein				ATG	 
lmo1863	-0.5553813047728813	0.5712921430115976	-0.4333634273604998	0.0010105958166210449	0.7802989111016625	0.5089439650943912	1.0	-	1936764	1937603	840			hypothetical protein				ATG	 
lmo1864	-1.3646207959058207	0.17423062010696244	-1.6181037365599997	4.880360138360896E-7	1.1857533912825355	0.5000073929078018	0.500699599625834	+	1937783	1938415	633			hemolysin				ATG	 
lmo1865	-0.8055011909038008	0.4218964111954959	-1.5210787516799993	1.8719403944354023E-10	1.8883631319940013	0.5000000049167812	0.5000002683426555	+	1938538	1939155	618			hypothetical protein				GTG	 
lmo1866	-0.7500531964992785	0.45717624159630743	-1.12729389209	7.627783360721731E-12	1.5029519204123336	0.5000000002351703	0.5000000109344275	+	1939168	1939980	813			hypothetical protein				ATG	 
lmo1867	-0.3157534988902988	0.7546383567024147	-0.8525066668099996	4.517913236952614E-20	2.6999120193635076	0.5	0.5000000000000001	+	1939999	1942638	2640			pyruvate phosphate dikinase				GTG	 
lmo1868	-0.5778664414208592	0.5635967382102798	-0.5385323010484999	0.004996772137331714	0.9319321255692848	0.538831464207662	1.0	-	1942687	1943064	378			hypothetical protein				ATG	 
lmo1869	-0.13949875675947787	0.8826692682987958	-0.45571781520949983	0.005574107736876994	3.2668234885794947	0.5428824863942159	1.0	-	1943068	1944051	984			hypothetical protein				ATG	 
lmo1870	0.67137147012438	0.4760410505322703	-0.41522408088700047	0.04725646828992888	-0.618471441466041	0.7986114252822462	1.0	-	1944145	1944768	624			alkaline phosphatase				TTG	 
lmo1871	-0.09740489070924951	0.9169625935458465	-0.27455491488600003	0.178625939907877	2.818697427683972	1.0	1.0	-	1944908	1946419	1512			phosphoglucomutase				ATG	 
lmo1872	1.1706786857218203	0.22487866093118392	0.8186521012300005	0.024188746465612983	0.6992970071247464	0.6636626486045965	1.0	-	1946488	1947363	876			methyltransferase				TTG	 
lmo1873	-0.07130982892343063	0.9418314293224292	-0.2032113701029996	0.9512875273517379	2.849696502864971	1.0	1.0	-	1947416	1947898	483			dihydrofolate reductase				ATG	 
lmo1874	-0.07716704581378941	0.9258300725632561	-0.2295354899144999	0.08888949240004204	2.974527371028151	1.0	1.0	-	1947914	1948858	945	thyA		thymidylate synthase				ATG	 
lmo1875	0.8210791965996904	0.36117151171814976	0.4063486654494999	0.21233233999028167	0.4948958238526794	1.0	1.0	-	1948871	1950763	1893			ABC transporter ATP-binding protein				ATG	 
lmo1877	-0.96210960353039	0.23161082853560322	-1.6970112827725001	8.513928233065184E-16	1.7638440324734759	0.5000000000000467	0.5000000000012205	-	1951284	1952564	1281			formyl-tetrahydrofolate synthetase				ATG	 
lmo1878	-0.5153760807807917	0.5196104893962166	-1.2047295992890001	1.793071900567599E-6	2.337573752867696	0.5000251395928997	0.5025703685694637	-	1952721	1953149	429			manganese transport transcriptional regulator				ATG	 
lmo1879	0.9511948754222619	0.24810770985774644	0.4926694940700007	0.2166349581901339	0.5179480112855854	1.0	1.0	+	1953513	1953713	201	cspD		cold-shock protein				ATG	 
lmo1880	-1.0973294317340798	0.26018962132314727	-1.8757881656	4.848511156565707E-8	1.7094120610943087	0.5000008688853508	0.5000695034074294	+	1953836	1954237	402			RNase HI				ATG	 
lmo1881	-0.6308611488364804	0.48220856597024164	-1.2131251532325003	1.7589211692542973E-6	1.9229669721616398	0.5000247458230338	0.502521413496126	-	1954255	1955127	873			5'-3' exonuclease				ATG	 
lmo1882	-0.08690254798763952	0.9313265939239027	-0.9223755808190002	0.020056730681740118	10.613907211905836	0.6382267067454017	1.0	-	1955205	1955474	270	rpsN		30S ribosomal protein S14				ATG	 
lmo1883	0.2761815062014801	0.7841920127605411	-0.8683797234420001	0.007471877911022236	-3.1442355984853645	0.5560725859813348	1.0	-	1955598	1956656	1059			chitinase				ATG	 
lmo1884	-1.5852689282399206	0.1137345834508493	-2.0028037221705	1.6538740687007789E-25	1.2633842034576155	0.5	0.5	-	1956848	1958155	1308			xanthine permease				ATG	 
lmo1885	-1.5611416823017708	0.11939422667534594	-1.9724532146054998	5.740855065846625E-14	1.2634684199177137	0.5000000000023607	0.5000000000822952	-	1958162	1958740	579			xanthine phosphoribosyltransferase				TTG	 
lmo1886	0.5290612921872295	0.5457452244247296	0.1944504526134998	0.07305738460385484	0.3675386112818961	0.9407140066160002	1.0	-	1958968	1960476	1509			carboxypeptidase				TTG	 
lmo1887	0.14145325787196228	0.8660509936083249	-0.16000962486350012	0.41238050200555576	-1.131183737092392	1.0	1.0	-	1960496	1961644	1149			hypothetical protein				ATG	 
lmo1888	-0.6431018904438908	0.4129769768479664	-1.3199608880809997	3.888422814819771E-4	2.0524910713136264	0.5036894238587507	1.0	-	1962225	1962566	342			hypothetical protein				ATG	 
lmo1889	0.12423539597544053	0.9024210867289004	0.2040790760000002	0.4194772395767532	1.6426806096415836	1.0	1.0	-	1962698	1963243	546			hypothetical protein				GTG	 
lmo1890	0.15925247119434083	0.8711345956990346	-0.04759369401699942	0.9696195282357783	-0.2988568633193725	1.0	1.0	-	1963240	1963605	366			hypothetical protein				ATG	 
lmo1891	0.14492499947536963	0.8644910862051456	-0.23103645291999975	0.03755775254453409	-1.5941794290588558	0.7437433004014185	1.0	+	1963852	1964457	606	recU		Holliday junction-specific endonuclease				ATG	 
lmo1892	0.2952764096367595	0.7194735887061725	-0.28304352679	0.28452388103381865	-0.9585714183472765	1.0	1.0	+	1964489	1966972	2484	pbpA		penicillin-binding protein 2A				ATG	 
lmo1893	-0.7051360902839399	0.4107167481153633	-0.9793409486669997	0.001627425084928071	1.3888679960667518	0.5139296353626173	1.0	-	1967015	1967506	492			hypothetical protein				ATG	 
lmo1894	-0.04645524065923112	0.9585332377022125	-0.2209299055995	0.04311861178516329	4.755758499242625	0.7754630877508575	1.0	-	1967499	1968158	660	nth		endonuclease III (DNA repair)				TTG	 
lmo1895	0.6685442749674007	0.43955967104706395	0.6993944452589997	0.001769935761045447	1.0461452912645215	0.5150025502647131	1.0	-	1968169	1968888	720	dnaD		chromosome replication initiation protein				ATG	 
lmo1896	-0.5086926042091395	0.5250618223871983	-0.9819250367489998	6.260986427372162E-11	1.9302915525488935	0.5000000017416659	0.5000000897512404	-	1969037	1970329	1293	asnC		asparaginyl-tRNA synthetase				GTG	 
lmo1897	0.46507008739091127	0.5738833644426067	0.14190383212100022	0.8828430652527252	0.30512354152272964	1.0	1.0	-	1970343	1971524	1182	aspB		aspartate aminotransferase				ATG	 
lmo1898	1.67433832466409	0.055790376367504724	1.3852939371945	2.735323380518356E-10	0.8273679917542478	0.500000006974968	0.5000003921086066	-	1971547	1972131	585			hypothetical protein				ATG	 
lmo1899	0.9217642497559186	0.3262401381395654	0.5935176075835	6.459895191644629E-7	0.6438930645668481	0.5000097015838748	0.5009260259757222	-	1972176	1974962	2787	dinG		bifunctional ATP-dependent DNA helicase/DNA polymerase III subunit epsilon				ATG	 
lmo1900	0.01310860747770981	0.9870011725248979	-0.3658258155949998	0.12798763297498772	-27.907298026663685	1.0	1.0	-	1975059	1975442	384	panD		aspartate alpha-decarboxylase				ATG	 
lmo1901	-0.05850530158029166	0.9421896440976949	-0.1567272089324998	0.10332485709190986	2.6788548165572674	1.0	1.0	-	1975446	1976303	858	panC		pantoate--beta-alanine ligase				ATG	 
lmo1902	-0.04002794316069114	0.9604076958522565	-0.44390469475700023	0.0013786321893997809	11.08987021828617	0.5119590361965488	1.0	-	1976307	1977140	834	panB		3-methyl-2-oxobutanoate hydroxymethyltransferase				ATG	 
lmo1903	1.400938319324089	0.16346163334030694	0.9053006066335003	0.0053490686283094915	0.646210182237203	0.5413591909452605	1.0	-	1977307	1977780	474			thioredoxin				ATG	 
lmo1904	1.3803907838372194	0.12910542908709566	1.3198908660559998	1.015689023369412E-12	0.9561718909676856	0.5000000000347258	0.5000000014559902	-	1977928	1978905	978	birA		transcriptional regulator				ATG	 
lmo1905	1.1301017787817393	0.21123207695236035	0.615453268365	6.617909551789655E-5	0.5445998581016877	0.5007130455526884	0.5948677334249047	-	1978895	1980076	1182	cca		tRNA CCA-pyrophosphorylase				ATG	 
lmo1906	0.3882612941564805	0.6634522927376523	0.24305207671750018	0.03712403626424076	0.6260013047284162	0.7414406261579184	1.0	-	1980091	1980495	405	mgsA		methylglyoxal synthase				ATG	 
lmo1907	0.24893254936299058	0.7793693197811433	0.15780632132000028	0.8036486735585994	0.6339320499622125	1.0	1.0	-	1980511	1981302	792	dapB		dihydrodipicolinate reductase				ATG	 
lmo1908	0.6213529383254093	0.5387741016460028	0.5834733980025	0.018500764490992583	0.9390369981592147	0.6282253092338567	1.0	-	1981299	1981634	336			hypothetical protein				ATG	 
lmo1909	-0.5121461664445697	0.611346761011693	-1.1650520225999996	1.8675141614005052E-7	2.274842806474653	0.5000029918879512	0.5002677081550367	+	1981774	1982640	867			hypothetical protein				ATG	 
lmo1910	0.3111734858337405	0.7568909520609464	-0.24050662805999945	0.17472130793499652	-0.7729020594913468	1.0	1.0	-	1982630	1983736	1107			oxidoreductase				ATG	 
lmo1911	-0.015920480034829154	0.9870821974506694	-0.4454970619299994	0.11315314817004396	27.982640030664133	1.0	1.0	+	1984056	1985192	1137			histidine kinase				ATG	 
lmo1912	1.0973072099716923	0.2171003352314198	0.5709511684100002	0.7242941381027972	0.5203202560062731	1.0	1.0	+	1985218	1986345	1128			histidine kinase				TTG	 
lmo1913	-2.020106428180169	0.014514288656965024	-1.5354827753300002	2.3319679270774297E-4	0.7600999402359477	0.5023074253148953	0.8342876023465495	+	1986342	1987346	1005			hypothetical protein				ATG	 
lmo1914	-0.9165458808892204	0.3603952511335009	-0.9214072006799996	1.8137633126011842E-5	1.005303956836359	0.5002142869074682	0.5260002970861379	+	1987365	1988048	684			hypothetical protein				ATG	 
lmo1915	-0.33744660107028857	0.7101137561956321	-0.8356991756399998	1.825016426945372E-12	2.4765375410194976	0.5000000000603726	0.5000000026161611	+	1988159	1989802	1644			malate dehydrogenase				ATG	 
lmo1916	-0.04565912173577935	0.9619904229588493	-0.5695196351449996	0.029898803970273804	12.473293692346983	0.6981352284255966	1.0	+	1989805	1990812	1008			peptidase				ATG	 
lmo1917	0.3625260636158103	0.6462235390415416	0.8267830495700004	2.5861633247667876E-4	2.280616850892657	0.5025465933432162	0.870726512605319	+	1991047	1993326	2280	pflA		pyruvate formate-lyase				ATG	 
lmo1918	-0.9539179972433605	0.3233872438173059	-1.0167315447160001	3.5578170996842634E-9	1.065847953025479	0.500000077074364	0.5000051001308125	-	1993372	1994637	1266			hypothetical protein				ATG	 
lmo1919	-1.6379765599268286	0.07957442893619959	-1.6311400858290002	2.8147555870028615E-14	0.9958262686627617	0.5000000000012573	0.5000000000403495	-	1994751	1995434	684			hypothetical protein				ATG	 
