Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	FC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	STAT_EGD_WT vs EGDe_280212_FDRBH.ge	STAT_EGD_WT vs EGDe_280212_FDRBY.ge	STAT_EGD_WT vs EGDe_280212_FDRBONF.ge	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo1479	-0.08413855762793965	-1.0600545870300349	0.9178034530832784	0.9993199267379116	1.0	1.0	-	1511858	1513684	1827	lepA		GTP-binding protein LepA				ATG	 
lmo1480	-0.3327088820495394	-1.2593758278969986	0.6276227243535075	0.9814804209774598	1.0	1.0	+	1513917	1514171	255	rpsT		30S ribosomal protein S20				ATG	 
lmo1481	0.5424903236738388	1.4564844751301296	0.5857888009150416	0.9796456241185078	1.0	1.0	-	1514257	1515288	1032	holA		DNA polymerase III subunit delta				ATG	 
lmo1482	0.1817618550670188	1.1342682364038557	0.8195269414038575	1.0	1.0	1.0	-	1515356	1517578	2223	comEC		competence protein ComEC				ATG	 
lmo1483	-1.046427700920841	-2.0654092908054618	0.28723244401701964	0.8392619099079002	1.0	1.0	-	1517613	1518173	561	comEB		competence protein ComEB				GTG	 
lmo1484	1.1111148898024004	2.1601251355536575	0.11647025510132569	0.597698439084962	1.0	1.0	-	1518245	1518847	603	comEA		competence protein ComEA				ATG	 
lmo1485	0.5693343955933496	1.4838388261055155	0.5680437505492568	0.9740340065208306	1.0	1.0	-	1518950	1519681	732			hypothetical protein				ATG	 
lmo1486	0.16070648432753032	1.117834404910995	0.8717324245665086	1.0	1.0	1.0	-	1519736	1520092	357			hypothetical protein				TTG	 
lmo1487	0.36424204568124097	1.2872051878245885	0.654548824940103	0.982514418851485	1.0	1.0	-	1520097	1520672	576			hypothetical protein				ATG	 
lmo1488	1.160117751278099	2.2347566672304358	0.16195609888174878	0.6851803409535889	1.0	1.0	-	1520659	1521225	567	nadD		nicotinic acid mononucleotide adenylyltransferase				ATG	 
lmo1489	1.7611352094227506	3.389647402755383	0.04261000095438683	0.3648802190160294	1.0	1.0	-	1521243	1521533	291			hypothetical protein				ATG	 
lmo1490	1.193248528074319	2.286670553711376	0.17407491840655176	0.6963770631864498	1.0	1.0	-	1521533	1522354	822			shikimate 5-dehydrogenase				TTG	 
lmo1491	0.7009629856242512	1.6255894966426852	0.4256365046290902	0.9251411182419751	1.0	1.0	-	1522374	1523474	1101			GTP-binding protein				TTG	 
lmo1492	0.11923288977992996	1.0861571771510372	0.9035781477139109	1.0	1.0	1.0	-	1523471	1523992	522			hypothetical protein				GTG	 
lmo1493	-0.5556698429921898	-1.4698509263356612	0.48772759632169926	0.9516880963229863	1.0	1.0	+	1524154	1525962	1809			oligopeptidase				ATG	 
lmo1494	-0.24435868589308996	-1.1845660845717987	0.7615036004688587	0.9949240515316936	1.0	1.0	-	1525997	1526698	702			5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase				ATG	 
lmo1495	-0.10478696888843864	-1.0753355926212949	0.8895877399341509	1.0	1.0	1.0	-	1526748	1527371	624			hypothetical protein				ATG	 
lmo1496	-0.5455097237306905	-1.4595359269978498	0.5118798857960694	0.9591946868635502	1.0	1.0	-	1527422	1527904	483	greA		transcription elongation factor GreA				TTG	 
lmo1497	0.023193688662940026	1.0162065643947709	0.9816802112165195	1.0	1.0	1.0	-	1528098	1528727	630	udk		uridine kinase				ATG	 
lmo1498	-0.00806279834986956	-1.00560435189399	0.993631376040394	1.0	1.0	1.0	-	1528724	1529377	654			O-methyltransferase				GTG	 
lmo1499	1.237800474503599	2.3583869957829986	0.2097479898057384	0.7635256530316443	1.0	1.0	-	1529454	1530524	1071			hypothetical protein				ATG	 
lmo1500	-0.6476527488557089	-1.5666172497712707	0.5082760553089095	0.9574369036048301	1.0	1.0	+	1530727	1531353	627			hypothetical protein				ATG	 
lmo1501	-0.18041240834128836	-1.13320777741124	0.822308590410255	1.0	1.0	1.0	-	1531398	1531700	303			hypothetical protein				ATG	 
lmo1502	0.14159690624470933	1.103125480080112	0.8611416657707673	1.0	1.0	1.0	-	1531716	1532132	417			Holliday junction resolvase				ATG	 
lmo1503	0.24652785888421036	1.1863484858193631	0.7601144103024109	0.9960139079582274	1.0	1.0	-	1532129	1532401	273			hypothetical protein				ATG	 
lmo1504	0.6172799752091098	1.533980321187656	0.44933706760749414	0.9328192390910827	1.0	1.0	-	1532493	1535132	2640	alaS		alanyl-tRNA synthetase				ATG	 
lmo1505	0.3233232132678898	1.25120936261112	0.6311197943477613	0.9799418762046344	1.0	1.0	-	1535439	1536134	696			ABC transporter ATP-binding protein				ATG	 
lmo1506	0.2573307465956498	1.1952651952501767	0.6245945591564528	0.9810906618463417	1.0	1.0	-	1536143	1537648	1506			transporter				ATG	 
lmo1507	0.2997006880438393	1.2308890177072895	0.7661158032488751	0.9955012663549352	1.0	1.0	+	1537815	1538501	687			response regulator				ATG	 
lmo1508	0.9206272822708597	1.8929381620485717	0.3597405796372948	0.8947878109438575	1.0	1.0	+	1538498	1539937	1440			histidine kinase				ATG	 
lmo1509	0.2635560413616087	1.2004339626837202	0.7510658650933915	0.9913093103344995	1.0	1.0	-	1539979	1542375	2397			exodeoxyribonuclease V				ATG	 
lmo1510	0.4900038630504504	1.4044486363724484	0.5813898412723488	0.9768861221851582	1.0	1.0	-	1542403	1543041	639			hypothetical protein				ATG	 
lmo1511	1.0147000978612102	2.0204828387742997	0.2834450629413343	0.8364289867895425	1.0	1.0	-	1543082	1543822	741			hypothetical protein				ATG	 
lmo1512	-0.023422097880120063	-1.0163674641790632	0.9785097026056837	1.0	1.0	1.0	-	1543940	1545055	1116	mnmA		tRNA-specific 2-thiouridylase				TTG	 
lmo1513	-0.33840164865241995	-1.2643550479663919	0.6937854449433973	0.986336045888802	1.0	1.0	-	1545074	1546222	1149			iron-sulfur cofactor synthesis protein				ATG	 
lmo1514	-0.48352144386637086	-1.3981522249661027	0.6119423875946366	0.9873343961719389	1.0	1.0	-	1546608	1547885	1278			recombination factor protein RarA				ATG	 
lmo1515	0.39348927661890976	1.313566533777298	0.6295978660952217	0.9822100729704255	1.0	1.0	+	1548034	1548456	423			hypothetical protein				ATG	 
lmo1516	0.9803818502093993	1.972987547063702	0.2597885761829868	0.8236332938045184	1.0	1.0	+	1548701	1549906	1206			ammonium transporter NrgA				ATG	 
lmo1517	1.1296271221944423	2.1880218150669233	0.17266307113697832	0.6952990244227044	1.0	1.0	+	1549920	1550285	366			nitrogen regulatory PII protein				ATG	 
lmo1518	0.45677115272490987	1.3724667066705383	0.5782463569549292	0.9751253083074337	1.0	1.0	+	1550435	1550815	381			hypothetical protein				ATG	 
lmo1519	0.1842327576169609	1.1362125611786589	0.8177925705755378	1.0	1.0	1.0	-	1550854	1552629	1776	aspS		aspartyl-tRNA synthetase				ATG	 
lmo1520	0.7367097747806088	1.6663711587241479	0.37284197484427617	0.8990582989671563	1.0	1.0	-	1552632	1553909	1278	hisS		histidyl-tRNA synthetase				ATG	 
lmo1521	-0.13192179274206062	-1.0957523650439214	0.8668188539524826	1.0	1.0	1.0	+	1554360	1555643	1284			N-acetylmuramoyl-L-alanine amidase				ATG	 
lmo1522	0.5347419263410309	1.448682986574362	0.5386703946874067	0.9645529690836688	1.0	1.0	-	1555680	1556132	453			D-tyrosyl-tRNA(Tyr) deacylase				ATG	 
lmo1523	0.8485832539777807	1.8007317137966754	0.3898960949860344	0.9066216183315071	1.0	1.0	-	1556148	1558364	2217	relA		(p)ppGpp synthetase				ATG	 
lmo1524	0.5502660771494909	1.4643557430887348	0.50933023862195	0.9583228778307108	1.0	1.0	-	1558570	1559091	522	apt		adenine phosphoribosyltransferase				ATG	 
lmo1525	0.50784850704364	1.4219280904646392	0.557589722367478	0.9724999806159123	1.0	1.0	-	1559081	1561432	2352			recombination protein RecJ				GTG	 
lmo1526	-0.09871228093183859	-1.0708172470331538	0.9030161141906833	1.0	1.0	1.0	-	1561538	1561882	345			hypothetical protein				ATG	 
lmo1527	0.18466876535450893	1.136555996430443	0.8185031559989551	1.0	1.0	1.0	-	1561978	1564242	2265			preprotein translocase SecDF				ATG	 
lmo1528	0.6099819185388107	1.5262400803000091	0.4557810457856961	0.938975009542561	1.0	1.0	-	1564343	1564633	291			hypothetical protein				ATG	 
lmo1529	-0.1854958303188603	-1.1372077454915248	0.7955038356114472	0.994992258971995	1.0	1.0	-	1564776	1565105	330			hypothetical protein				ATG	 
lmo1530	0.12729187490864113	1.092241497250996	0.873910229288805	1.0	1.0	1.0	-	1565139	1566278	1140	tgt		queuine tRNA-ribosyltransferase				ATG	 
lmo1531	0.33830503338843165	1.2642703787167893	0.6918349209422527	0.9884125075347612	1.0	1.0	-	1566365	1567393	1029	queA		S-adenosylmethionine:tRNA ribosyltransferase-isomerase				ATG	 
lmo1532	0.4264268934792401	1.343901027222708	0.6147710178810841	0.984351294016295	1.0	1.0	-	1567397	1568404	1008	ruvB		Holliday junction DNA helicase RuvB				ATG	 
lmo1533	-0.04259988221228994	-1.0299682620752615	0.9585068538627199	1.0	1.0	1.0	-	1568420	1569025	606	ruvA		Holliday junction DNA helicase RuvA				TTG	 
lmo1534	0.030385090557389915	1.0212846951671783	0.9726452483060826	1.0	1.0	1.0	-	1569149	1570084	936			L-lactate dehydrogenase				ATG	 
lmo1535	-0.2516040336723595	-1.1905300481381493	0.7920722356404761	0.995958145035769	1.0	1.0	-	1570154	1570879	726			hypothetical protein				ATG	 
lmo1536	-0.27582458005128885	-1.210685865474941	0.7328507591513298	0.9907250158189399	1.0	1.0	-	1570990	1571838	849			prephenate dehydratase				ATG	 
lmo1537	-0.13804341839888856	-1.1004117261336943	0.863580964862718	1.0	1.0	1.0	-	1571905	1573194	1290	obgE		GTPase ObgE				ATG	 
lmo1538	1.36537394394864	2.576430978735889	0.08614712236434152	0.527836786383239	1.0	1.0	-	1573354	1574847	1494	glpK		glycerol kinase				ATG	 
lmo1539	1.4811533935495405	2.791718339981009	0.07053856989439922	0.48675037429557516	1.0	1.0	-	1574922	1575740	819			glycerol transporter				ATG	 
lmo1540	-0.046157663280039785	-1.0325113661434042	0.941078584906891	1.0	1.0	1.0	-	1576107	1576397	291	rpmA		50S ribosomal protein L27				ATG	 
lmo1541	-0.039025851060189964	-1.0274198491285305	0.9340433108817174	1.0	1.0	1.0	-	1576411	1576728	318			hypothetical protein				ATG	 
lmo1542	-0.06298248968879072	-1.0446230839641288	0.893203476103689	0.9997549143947985	1.0	1.0	-	1576747	1577055	309	rplU		50S ribosomal protein L21				ATG	 
lmo1543	0.9714674722926819	1.9608340911447746	0.3233623033469233	0.8657155689007539	1.0	1.0	-	1577212	1578573	1362			ribonuclease G				ATG	 
lmo1544	-0.2568281537667403	-1.194848872276707	0.7625952833189366	0.9946833797744044	1.0	1.0	-	1578625	1579425	801	minD		septum formation inhibitor MinD				ATG	 
lmo1545	0.25027934015341025	1.18943739614383	0.7698342751796452	0.9950446915103601	1.0	1.0	-	1579428	1580105	678	minC		septum formation inhibitor MinC				ATG	 
lmo1546	0.5349486999194006	1.4488906332522649	0.5339057282622139	0.9640561530066739	1.0	1.0	-	1580283	1580801	519	mreD		cell-shape determining protein MreD				ATG	 
lmo1547	0.8233566035490103	1.7695182038992552	0.3138630252348138	0.8624012056237315	1.0	1.0	-	1580804	1581691	888	mreC		rod shape-determining protein MreC				ATG	 
lmo1548	0.694500096397709	1.6183235758509158	0.3893361719394248	0.9072809318227744	1.0	1.0	-	1581777	1582790	1014	mreB		rod shape-determining protein MreB				ATG	 
lmo1549	0.7564449727287395	1.689322735004302	0.1666974839509252	0.6928668813925152	1.0	1.0	-	1583242	1583916	675	radC		DNA repair protein RadC				ATG	 
lmo1550	0.737279784411851	1.6670296729978868	0.2298566236293471	0.7928523363717234	1.0	1.0	-	1583928	1584638	711	comC		competence protein ComC				ATG	 
lmo1551	1.6792156844037303	3.202537989586086	0.09039059728954468	0.5387431196942883	1.0	1.0	-	1584850	1586139	1290	folC		folyl-polyglutamate synthetase				ATG	 
lmo1552	1.4660053293991009	2.762559101322305	0.10784161929829006	0.5852038737557551	1.0	1.0	-	1586201	1588852	2652	valS		valyl-tRNA synthetase				ATG	 
lmo1553	-0.3549135857691894	-1.2789089751741778	0.668388795759145	0.9810166991963084	1.0	1.0	-	1589175	1590464	1290	hemL		glutamate-1-semialdehyde aminotransferase				TTG	 
lmo1554	0.03227556507229146	1.02262384042481	0.9722160214457254	1.0	1.0	1.0	-	1590477	1591451	975	hemB		delta-aminolevulinic acid dehydratase				ATG	 
lmo1555	1.75007626711216	3.3637634794299673	0.06209524737154748	0.4538220778337005	1.0	1.0	-	1591448	1592170	723	hemD		uroporphyrinogen-III synthase				ATG	 
lmo1556	1.2828782893580408	2.433239432285892	0.19945603399447265	0.7480916947840182	1.0	1.0	-	1592167	1593096	930	hemC		porphobilinogen deaminase				ATG	 
lmo1557	1.0686218918905608	2.0974288793632003	0.2817575366031573	0.8361551947419374	1.0	1.0	-	1593100	1594407	1308	hemA		glutamyl-tRNA reductase				ATG	 
lmo1558	0.2598870050879416	1.1973849192392185	0.7518754528538221	0.9905384209747063	1.0	1.0	-	1594535	1595119	585	engB		GTP-binding protein EngB				ATG	 
lmo1559	0.42368220134981094	1.3413467188199377	0.5685605125525979	0.9737455043295397	1.0	1.0	-	1595227	1597149	1923	thrS		threonyl-tRNA synthetase				ATG	 
lmo1560	0.4705542287301796	1.3856416768682562	0.6257618596400574	0.9812691489005423	1.0	1.0	-	1597499	1598422	924	dnaI		primosomal protein DnaI				ATG	 
lmo1561	0.9831426490290411	1.9767667496545136	0.2971022424894385	0.8480538909613189	1.0	1.0	-	1598432	1599808	1377	dnaB		chromosome replication initiation / membrane attachment protein DnaB				TTG	 
lmo1562	0.14160804725634968	1.103133998845977	0.873098471103283	1.0	1.0	1.0	-	1599814	1600278	465	nrdR		transcriptional regulator NrdR				ATG	 
lmo1563	1.3797465700225002	2.6022265524927457	0.1714182415556338	0.6952097870794107	1.0	1.0	-	1600356	1600958	603	coaE		dephospho-CoA kinase				ATG	 
lmo1564	1.1176744472707618	2.1699690220763603	0.26631237779075834	0.823627695593677	1.0	1.0	-	1600975	1601796	822	mutM		formamidopyrimidine-DNA glycosylase				ATG	 
lmo1565	0.6622518813855596	1.5825508771906738	0.5085225903775215	0.9574369036048301	1.0	1.0	-	1601820	1604447	2628	polA		DNA polymerase I				GTG	 
lmo1566	-0.3226594064847994	-1.2506337938384025	0.7188745465503551	0.9882786923803963	1.0	1.0	-	1604613	1605875	1263	citC		isocitrate dehydrogenase				ATG	 
lmo1567	0.15062864869459958	1.1100530679597922	0.8733624615109699	1.0	1.0	1.0	-	1605895	1607016	1122	citZ		citrate synthase				ATG	 
lmo1568	0.75929901901391	1.692667986298969	0.44760365396705826	0.9329451526600783	1.0	1.0	-	1607053	1607514	462			hypothetical protein				ATG	 
lmo1569	-0.7641646261559814	-1.6983862849603433	0.44277855850896763	0.9338423159057827	1.0	1.0	-	1607671	1608048	378	fxsA		FxsA				ATG	 
lmo1570	-0.694778297272439	-1.6186356739958667	0.2802733282575143	0.8334906613348463	1.0	1.0	-	1608166	1609923	1758	pykA		pyruvate kinase				ATG	 
lmo1571	-0.8162388677253389	-1.7608095410917042	0.29776196106804254	0.8490729191623602	1.0	1.0	-	1610206	1611165	960	pfkA		6-phosphofructokinase				ATG	 
lmo1572	-1.1831055872257608	-2.2706503814081884	0.16027562967705622	0.6830629460028835	1.0	1.0	-	1611449	1612405	957	accA		acetyl-CoA carboxylase carboxyltransferase subunit alpha				ATG	 
lmo1573	-3.851146107342891	-14.431467511004456	7.5171787857653E-5	0.00220323085442585	0.01879357381065863	0.21371339287930746	-	1612395	1613279	885	accD		acetyl-CoA carboxylase subunit beta				TTG	 
lmo1574	-0.011143483884788807	-1.0077539820526003	0.9895622270065026	1.0	1.0	1.0	-	1613497	1616823	3327	dnaE		DNA polymerase III subunit alpha				GTG	 
lmo1575	-0.27382065326768945	-1.2090053705820696	0.7455437430540478	0.9892344471829047	1.0	1.0	-	1616945	1617880	936			hypothetical protein				ATG	 
lmo1576	-0.19248251669286098	-1.1427283742585626	0.8278339529233036	1.0	1.0	1.0	-	1617901	1619214	1314			hypothetical protein				GTG	 
lmo1577	-0.70740916339901	-1.632869125396101	0.4244617605618842	0.9254177801207338	1.0	1.0	-	1619240	1619926	687			metal-dependent hydrolase				ATG	 
lmo1578	-1.0074740232856403	-2.0103880813398898	0.2100484500533113	0.7636416157309003	1.0	1.0	+	1620091	1621188	1098			X-Pro dipeptidase				ATG	 
lmo1579	-1.2162387578558906	-2.3234019418945895	0.12785778224425914	0.6216800895481277	1.0	1.0	-	1621230	1622342	1113			alanine dehydrogenase				ATG	 
lmo1580	-0.02955368643259071	-1.0206963132368165	0.956155896032648	1.0	1.0	1.0	+	1622583	1623047	465			hypothetical protein				ATG	 
lmo1581	0.24990337097131032	1.1891274667908889	0.7132889243120668	0.9873450742338673	1.0	1.0	-	1623099	1624292	1194	ackA		acetate kinase				ATG	 
lmo1582	0.6059834214483093	1.522015890681436	0.40886522126217106	0.9161885557665966	1.0	1.0	-	1624316	1625314	999			hypothetical protein				TTG	 
lmo1583	-0.9415387529222485	-1.920575598460023	0.3139589334578129	0.8624012056237315	1.0	1.0	-	1625505	1626002	498	tpx		thiol peroxidase				ATG	 
lmo1584	-0.29365528293304877	-1.2257419466925132	0.7404177409698783	0.9910675635909372	1.0	1.0	-	1626064	1626600	537			hypothetical protein				ATG	 
lmo1585	-0.54397652212179	-1.4579856519116372	0.5634259127233849	0.9716831575086874	1.0	1.0	-	1626620	1627633	1014			peptidase				ATG	 
lmo1586	-0.6084352704468596	-1.5246047440921386	0.4480544396101972	0.9326115709393157	1.0	1.0	+	1627812	1628615	804	ppnK		inorganic polyphosphate/ATP-NAD kinase				ATG	 
lmo1587	2.8479939169100215	7.199985079714998	0.0034027546430293043	0.059349886197130754	0.5062549231549469	1.0	-	1628647	1629597	951	argF		ornithine carbamoyltransferase				ATG	 
lmo1588	2.8438763484795215	7.179465036332227	0.003931659082135663	0.06682953585211522	0.5700563843529155	1.0	-	1629594	1630754	1161	argD		acetylornithine aminotransferase				ATG	 
lmo1589	2.818609480782861	7.0548210126832425	0.004362642587919741	0.07253212209038493	0.6186994828122897	1.0	-	1630751	1631503	753	argB		acetylglutamate kinase				GTG	 
lmo1590	0.9295479554723585	1.9046791030196213	0.3574011777032875	0.8928748226805328	1.0	1.0	-	1631516	1632712	1197	argJ		bifunctional ornithine acetyltransferase/N-acetylglutamate synthase				ATG	 
lmo1591	-0.9118732501336293	-1.881486907264306	0.3533241443498766	0.8913048290920135	1.0	1.0	-	1632728	1633759	1032	argC		N-acetyl-gamma-glutamyl-phosphate reductase				ATG	 
lmo1592	0.3366936034671397	1.262859030023745	0.6970598003268182	0.9864315641260051	1.0	1.0	-	1633933	1635144	1212			thiamine biosynthesis protein ThiI				TTG	 
lmo1593	0.64752211410919	1.566475400401759	0.44178308222225926	0.933821042942664	1.0	1.0	-	1635146	1636285	1140			iron-sulfur cofactor synthesis protein NifS				ATG	 
lmo1594	-0.16620111099839008	-1.1220998898162724	0.8457301022230624	1.0	1.0	1.0	-	1636412	1638127	1716			septation ring formation regulator EzrA				ATG	 
lmo1595	-1.2311720479899897	-2.347576299093806	0.2144579343432924	0.7688573863026233	1.0	1.0	+	1638420	1638908	489			hypothetical protein				ATG	 
lmo1596	-0.20769002755739052	-1.1548376334956385	0.6855859691238051	0.9865620205943262	1.0	1.0	+	1639120	1639722	603	rpsD		30S ribosomal protein S4				ATG	 
lmo1597	-0.43390007735940017	-1.3508805178293604	0.6303846737391641	0.9811922926972625	1.0	1.0	-	1640225	1641004	780			hypothetical protein				GTG	 
lmo1598	0.019852405542939877	1.0138557522941087	0.9813116174104417	1.0	1.0	1.0	-	1641284	1642543	1260	tyrS		tyrosyl-tRNA synthetase				ATG	 
lmo1599	0.23616267664761104	1.177855595761097	0.7693923945646872	0.9953437727417879	1.0	1.0	-	1642865	1643872	1008	ccpA		catabolite control protein A				ATG	 
lmo1600	0.41744767488376233	1.3355626702207093	0.5932870769814413	0.9857079234126047	1.0	1.0	-	1644106	1645191	1086	aroA		bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase				ATG	 
lmo1601	1.878481168163562	3.6768776429789325	0.017321564367364317	0.19937330970209213	1.0	1.0	-	1645412	1645936	525			general stress protein				ATG	 
