Guide for interpreting SIPHT output
Locus Name	|	UpGENEnumber		UpGENEname		UpGENEdirection	distUpGENE	|	sRNAstart	end	dirsRNA	lensRNA	|	distDnGENE	DnGENEdir.	DnGENEnumber	DnGENEname		sRNAtype	BLASTscore	BLASTexpect	TermType	NumSearchesPredicted	BLASTpartner	QRNA?	homology to known sRNAs	Num paralogues	Weaker rev paralogue?	Paralogous candidates	Conserved synteny with knowns	Potential UTR?	Riboswitch?	Putative TFBSs
Candidate_399_NC_003210	|	lmo2604		hypothetical_protein                            	*	<<<	95	|	2691561	2691672	<<<	111	|	0	<<<	lmo2605	50S_ribosomal_protein_L17                      	*	candidate	172	2.3e-24	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_400_NC_003210	|	lmo2638		hypothetical_protein                            	*	>>>	7	|	2712763	2712880	>>>	117	|	50	>>>	lmo2639	hypothetical_protein                           	*	candidate	641	1.4e-22	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	5	-	-Multi_s54(10.43|-53)
Candidate_401_NC_003210	|	lmo2662		hypothetical_protein                            	*	<<<	51	|	2736454	2736596	<<<	142	|	0	<<<	lmo2663	hypothetical_protein                           	*	candidate	916	5e-35	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_402_NC_003210	|	lmo2674		ribose-5-phosphate_isomerase_B                  	*	>>>	22	|	2746901	2746949	>>>	48	|	123	>>>	lmo2675	hypothetical_protein                           	*	candidate	512	5.4e-17	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_403_NC_003210	|	lmo2685		hypothetical_protein                            	*	>>>	5	|	2759698	2759951	<<<	253	|	195	<<<	lmo2686	hypothetical_protein                           	*	candidate	217	0.0015	T	32	Staphylococcus_aureus_subsp._aureus_MSSA476_chromosome_<>Streptococcus_pneumoniae_R6_chromosome_<>Yersinia_pestis_CO92_chromosome_<>Staphylococcus_aureus_subsp._aureus_MW2_chromosome_<>Yersinia_pestis_KIM_10_chromosome_<>Streptococcus_mutans_UA159_chromosome_<>Enterococcus_faecalis_V583_chromosome_<>Yersinia_pestis_biovar_Microtus_str._91001_chromosome_<>Bacillus_anthracis_str._Sterne_chromosome_<>Bacillus_thuringiensis_serovar_konkukian_str._97-27_chromosome_<>Yersinia_pseudotuberculosis_IP_32953_chromosome_<>Yersinia_pestis_Nepal516_chromosome_<>Yersinia_pestis_Antiqua_chromosome_<>Trichodesmium_erythraeum_IMS101_chromosome_<>Streptococcus_pneumoniae_D39_chromosome_<>Bacillus_thuringiensis_str._Al_Hakam_chromosome_<>Staphylothermus_marinus_F1_chromosome_<>Actinobacillus_pleuropneumoniae_serovar_5b_str._L20_chromosome_<>Alkaliphilus_metalliredigens_QYMF_chromosome_<>Clostridium_phytofermentans_ISDg_chromosome_<>Actinobacillus_pleuropneumoniae_serovar_3_str._JL03_chromosome_<>Thermoanaerobacter_pseudethanolicus_ATCC_33223_chromosome_<>Yersinia_pseudotuberculosis_PB1/+_chromosome_<>Actinobacillus_pleuropneumoniae_serovar_7_str._AP76_chromosome_<>Streptococcus_equi_subsp._zooepidemicus_MGCS10565_chromosome_<>Aliivibrio_salmonicida_LFI1238_chromosome_2<>Methanobrevibacter_ruminantium_M1_chromosome_<>Caldicellulosiruptor_obsidiansis_OB47_chromosome_<>Clostridium_cellulovorans_743B_chromosome_<>Caldicellulosiruptor_owensensis_OL_chromosome_<>Thermoanaerobacter_brockii_subsp._finnii_Ako-1_chromosome_<>Clostridium_botulinum_BKT015925_chromosome_	RNA	-	0		Candidate_404_NC_003210(anti),Candidate_405_NC_003210(tandem)	-	-	-	-
Candidate_404_NC_003210	|	lmo2685		hypothetical_protein                            	*	>>>	233	|	2759926	2760048	>>>	122	|	98	<<<	lmo2686	hypothetical_protein                           	*	candidate	233	0.00031	T	75	Staphylococcus_aureus_subsp._aureus_N315_chromosome_<>Staphylococcus_aureus_subsp._aureus_Mu50_chromosome_<>Staphylococcus_aureus_subsp._aureus_COL_chromosome_<>Staphylococcus_aureus_subsp._aureus_MSSA476_chromosome_<>Staphylococcus_epidermidis_RP62A_chromosome_<>Streptococcus_pneumoniae_TIGR4_chromosome_<>Streptococcus_pneumoniae_R6_chromosome_<>Yersinia_pestis_CO92_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Staphylococcus_aureus_subsp._aureus_MW2_chromosome_<>Yersinia_pestis_KIM_10_chromosome_<>Streptococcus_mutans_UA159_chromosome_<>Staphylococcus_epidermidis_ATCC_12228_chromosome_<>Enterococcus_faecalis_V583_chromosome_<>Photorhabdus_luminescens_subsp._laumondii_TTO1_chromosome_<>Yersinia_pestis_biovar_Microtus_str._91001_chromosome_<>Bacillus_anthracis_str._Sterne_chromosome_<>Bacillus_thuringiensis_serovar_konkukian_str._97-27_chromosome_<>Yersinia_pseudotuberculosis_IP_32953_chromosome_<>Streptococcus_thermophilus_LMG_18311_chromosome_<>Streptococcus_thermophilus_CNRZ1066_chromosome_<>Methanosarcina_barkeri_str._Fusaro_chromosome_<>Staphylococcus_aureus_subsp._aureus_USA300_FPR3757_chromosome_<>Staphylococcus_aureus_subsp._aureus_NCTC_8325_chromosome_<>Yersinia_pestis_Nepal516_chromosome_<>Yersinia_pestis_Antiqua_chromosome_<>Trichodesmium_erythraeum_IMS101_chromosome_<>Streptococcus_thermophilus_LMD-9_chromosome_<>Streptococcus_pneumoniae_D39_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Bacillus_thuringiensis_str._Al_Hakam_chromosome_<>Prochlorococcus_marinus_str._MIT_9515_chromosome_<>Actinobacillus_pleuropneumoniae_serovar_5b_str._L20_chromosome_<>Streptococcus_pyogenes_str._Manfredo_chromosome_<>Caldicellulosiruptor_saccharolyticus_DSM_8903_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH9_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH1_chromosome_<>Alkaliphilus_metalliredigens_QYMF_chromosome_<>Staphylococcus_aureus_subsp._aureus_str._Newman_chromosome_<>Actinobacillus_succinogenes_130Z_chromosome_<>Staphylococcus_aureus_subsp._aureus_Mu3_chromosome_<>Clostridium_phytofermentans_ISDg_chromosome_<>Staphylococcus_aureus_subsp._aureus_USA300_TCH1516_chromosome_<>Actinobacillus_pleuropneumoniae_serovar_3_str._JL03_chromosome_<>Thermoanaerobacter_pseudethanolicus_ATCC_33223_chromosome_<>Streptococcus_pneumoniae_Hungary19A-6_chromosome_<>Streptococcus_pneumoniae_CGSP14_chromosome_<>Yersinia_pseudotuberculosis_PB1/+_chromosome_<>Actinobacillus_pleuropneumoniae_serovar_7_str._AP76_chromosome_<>Streptococcus_pneumoniae_G54_chromosome_<>Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633_plasmid_pCVM19633_110<>Streptococcus_equi_subsp._zooepidemicus_MGCS10565_chromosome_<>Aliivibrio_salmonicida_LFI1238_chromosome_2<>Streptococcus_pyogenes_NZ131_chromosome_<>Clostridium_cellulolyticum_H10_chromosome_<>Streptococcus_pneumoniae_ATCC_700669_chromosome_<>Streptococcus_pneumoniae_JJA_chromosome_<>Streptococcus_pneumoniae_P1031_chromosome_<>Streptococcus_pneumoniae_70585_chromosome_<>Streptococcus_equi_subsp._zooepidemicus_chromosome_<>Anaerococcus_prevotii_DSM_20548_chromosome_<>Staphylococcus_aureus_subsp._aureus_ED98_chromosome_<>Methanobrevibacter_ruminantium_M1_chromosome_<>Staphylococcus_lugdunensis_HKU09-01_chromosome_<>Streptococcus_pneumoniae_TCH8431/19A_chromosome_<>Clostridium_ljungdahlii_DSM_13528_chromosome_<>Caldicellulosiruptor_obsidiansis_OB47_chromosome_<>Streptococcus_pneumoniae_670-6B_chromosome_<>Caldicellulosiruptor_owensensis_OL_chromosome_<>Thermoanaerobacter_brockii_subsp._finnii_Ako-1_chromosome_<>Aerococcus_urinae_ACS-120-V-Col10a_chromosome_<>Streptococcus_pasteurianus_ATCC_43144_chromosome_<>Nitrosomonas_sp._Is79A3_chromosome_<>Streptococcus_salivarius_CCHSS3_chromosome_<>Flavobacterium_branchiophilum_chromosome_	RNA	-	0		Candidate_403_NC_003210(anti),Candidate_405_NC_003210(anti)	-	-	-	-
Candidate_405_NC_003210	|	lmo2685		hypothetical_protein                            	*	>>>	269	|	2759962	2760012	<<<	50	|	134	<<<	lmo2686	hypothetical_protein                           	*	candidate	249	4.2e-05	T	72	Staphylococcus_aureus_subsp._aureus_N315_chromosome_<>Staphylococcus_aureus_subsp._aureus_Mu50_chromosome_<>Staphylococcus_aureus_subsp._aureus_COL_chromosome_<>Staphylococcus_aureus_subsp._aureus_MSSA476_chromosome_<>Staphylococcus_epidermidis_RP62A_chromosome_<>Streptococcus_pneumoniae_TIGR4_chromosome_<>Streptococcus_pneumoniae_R6_chromosome_<>Yersinia_pestis_CO92_chromosome_<>Listeria_innocua_Clip11262_chromosome_<>Staphylococcus_aureus_subsp._aureus_MW2_chromosome_<>Yersinia_pestis_KIM_10_chromosome_<>Streptococcus_mutans_UA159_chromosome_<>Staphylococcus_epidermidis_ATCC_12228_chromosome_<>Enterococcus_faecalis_V583_chromosome_<>Photorhabdus_luminescens_subsp._laumondii_TTO1_chromosome_<>Yersinia_pestis_biovar_Microtus_str._91001_chromosome_<>Bacillus_anthracis_str._Sterne_chromosome_<>Bacillus_thuringiensis_serovar_konkukian_str._97-27_chromosome_<>Yersinia_pseudotuberculosis_IP_32953_chromosome_<>Streptococcus_thermophilus_LMG_18311_chromosome_<>Streptococcus_thermophilus_CNRZ1066_chromosome_<>Methanosarcina_barkeri_str._Fusaro_chromosome_<>Staphylococcus_aureus_subsp._aureus_USA300_FPR3757_chromosome_<>Staphylococcus_aureus_subsp._aureus_NCTC_8325_chromosome_<>Yersinia_pestis_Nepal516_chromosome_<>Yersinia_pestis_Antiqua_chromosome_<>Trichodesmium_erythraeum_IMS101_chromosome_<>Streptococcus_thermophilus_LMD-9_chromosome_<>Streptococcus_pneumoniae_D39_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Bacillus_thuringiensis_str._Al_Hakam_chromosome_<>Prochlorococcus_marinus_str._MIT_9515_chromosome_<>Actinobacillus_pleuropneumoniae_serovar_5b_str._L20_chromosome_<>Streptococcus_pyogenes_str._Manfredo_chromosome_<>Caldicellulosiruptor_saccharolyticus_DSM_8903_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH9_chromosome_<>Staphylococcus_aureus_subsp._aureus_JH1_chromosome_<>Alkaliphilus_metalliredigens_QYMF_chromosome_<>Staphylococcus_aureus_subsp._aureus_str._Newman_chromosome_<>Actinobacillus_succinogenes_130Z_chromosome_<>Staphylococcus_aureus_subsp._aureus_Mu3_chromosome_<>Staphylococcus_aureus_subsp._aureus_USA300_TCH1516_chromosome_<>Actinobacillus_pleuropneumoniae_serovar_3_str._JL03_chromosome_<>Thermoanaerobacter_pseudethanolicus_ATCC_33223_chromosome_<>Streptococcus_pneumoniae_Hungary19A-6_chromosome_<>Streptococcus_pneumoniae_CGSP14_chromosome_<>Yersinia_pseudotuberculosis_PB1/+_chromosome_<>Actinobacillus_pleuropneumoniae_serovar_7_str._AP76_chromosome_<>Streptococcus_pneumoniae_G54_chromosome_<>Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633_plasmid_pCVM19633_110<>Streptococcus_equi_subsp._zooepidemicus_MGCS10565_chromosome_<>Aliivibrio_salmonicida_LFI1238_chromosome_2<>Streptococcus_pyogenes_NZ131_chromosome_<>Clostridium_cellulolyticum_H10_chromosome_<>Streptococcus_pneumoniae_ATCC_700669_chromosome_<>Streptococcus_pneumoniae_JJA_chromosome_<>Streptococcus_pneumoniae_P1031_chromosome_<>Streptococcus_pneumoniae_70585_chromosome_<>Streptococcus_equi_subsp._zooepidemicus_chromosome_<>Anaerococcus_prevotii_DSM_20548_chromosome_<>Staphylococcus_aureus_subsp._aureus_ED98_chromosome_<>Methanobrevibacter_ruminantium_M1_chromosome_<>Staphylococcus_lugdunensis_HKU09-01_chromosome_<>Streptococcus_pneumoniae_TCH8431/19A_chromosome_<>Clostridium_ljungdahlii_DSM_13528_chromosome_<>Streptococcus_pneumoniae_670-6B_chromosome_<>Thermoanaerobacter_brockii_subsp._finnii_Ako-1_chromosome_<>Aerococcus_urinae_ACS-120-V-Col10a_chromosome_<>Streptococcus_pasteurianus_ATCC_43144_chromosome_<>Nitrosomonas_sp._Is79A3_chromosome_<>Streptococcus_salivarius_CCHSS3_chromosome_<>Flavobacterium_branchiophilum_chromosome_	RNA	-	1		Candidate_403_NC_003210(tandem),Candidate_404_NC_003210(anti)	-	-	-	-
Candidate_407_NC_003210	|	lmo2697		phosphotransferase_mannnose-specific_family_compon  	*	>>>	1	|	2773610	2773665	>>>	55	|	48	>>>	lmo2698	hypothetical_protein                           	*	candidate	446	1.6e-13	T	1	Listeria_innocua_Clip11262_chromosome_	RNA	-	0	-	-	-	5	-	-
Candidate_409_NC_003210	|	lmo2752		hypothetical_protein                            	*	>>>	55	|	2830064	2830109	>>>	45	|	174	>>>	lmo2753	hypothetical_protein                           	*	candidate	207	0.0028	T	13	Methanosarcina_acetivorans_C2A_chromosome_<>Trichodesmium_erythraeum_IMS101_chromosome_<>Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_BAA-365_chromosome_<>Bacillus_thuringiensis_str._Al_Hakam_chromosome_<>Pelotomaculum_thermopropionicum_SI_chromosome_<>Clostridium_botulinum_A_str._ATCC_3502_chromosome_<>Clostridium_botulinum_A_str._ATCC_19397_chromosome_<>Clostridium_botulinum_A_str._Hall_chromosome_<>Clostridium_botulinum_F_str._Langeland_chromosome_<>Serratia_proteamaculans_568_chromosome_<>Clostridium_botulinum_B1_str._Okra_chromosome_<>Clostridium_botulinum_A2_str._Kyoto_chromosome_<>Lactobacillus_johnsonii_FI9785_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_410_NC_003210	|	lmo2777		hypothetical_protein                            	*	>>>	1	|	2862616	2862690	>>>	74	|	83	<<<	lmo2778	hypothetical_protein                           	*	candidate	269	1.2e-05	T	1	Listeria_innocua_Clip11262_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_411_NC_003210	|	lmo2777		hypothetical_protein                            	*	>>>	1	|	2862616	2862773	<<<	157	|	0	<<<	lmo2778	hypothetical_protein                           	*	candidate	269	1.2e-05	T	1	Listeria_innocua_Clip11262_chromosome_	RNA	-	0	-	-	-	-	-	-B.subtilis_sigA_2(9.50|-37)
Candidate_412_NC_003210	|	lmo2819		hypothetical_protein                            	*	<<<	57	|	2904460	2904597	<<<	137	|	0	<<<	lmo2820	amino-terminal_domain-containing_protein       	*	candidate	576	2e-19	T	2	Listeria_innocua_Clip11262_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_413_NC_003210	|	lmo2829		hypothetical_protein                            	*	>>>	-4	|	2916887	2916945	<<<	58	|	0	<<<	lmo2830	hypothetical_protein                           	*	candidate	238	0.0007	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	3	-	-
Candidate_414_NC_003210	|	lmo2829		hypothetical_protein                            	*	>>>	1	|	2916892	2916976	>>>	84	|	-31	<<<	lmo2830	hypothetical_protein                           	*	candidate	238	0.0007	T	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_415_NC_003210	|	lmo0098		hypothetical_protein                            	*	>>>	12	|	106875	106987	<<<	112	|	0	>>>	lmo0099	hypothetical_protein                           	*	candidate	437	3.3e-13	F	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0		Candidate_112_NC_003210(anti)	-	-	-	-
Candidate_416_NC_003210	|	lmo1143		hypothetical_protein                            	*	>>>	2	|	1176159	1176226	>>>	67	|	77	>>>	lmo1144	hypothetical_protein                           	*	candidate	604	8.1e-21	F	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	5	-	-
Candidate_417_NC_003210	|	lmo1170		hypothetical_protein                            	*	>>>	29	|	1198077	1198286	>>>	209	|	350	>>>	lmo1171	hypothetical_protein                           	*	candidate	329	6.5e-09	X	8	Listeria_innocua_Clip11262_chromosome_<>Enterococcus_faecalis_V583_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Streptococcus_sanguinis_SK36_chromosome_<>Bacillus_megaterium_DSM_319_chromosome_<>Bacillus_coagulans_2-6_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_<>Bacillus_coagulans_36D1_chromosome_	RNA	NC_000964_Cobalamin(-)_-_(hom)	0	-	-	-	-	-	-B.subtilis_sigA_1(10.48|-198)
Candidate_418_NC_003210	|	lmo1190		hypothetical_protein                            	*	>>>	269	|	1216757	1216805	<<<	48	|	14	>>>	lmo1191	cobyrinic_acid_a,c-diamide_synthase            	*	candidate	240	0.00013	X	6	Listeria_innocua_Clip11262_chromosome_<>Clostridium_perfringens_str._13_chromosome_<>Clostridium_perfringens_ATCC_13124_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	NC_003210_Cobalamin2(+)_+_(rev)	0		Candidate_289_NC_003210(anti),Candidate_419_NC_003210(anti)	-	-	-	-
Candidate_419_NC_003210	|	lmo1190		hypothetical_protein                            	*	>>>	29	|	1216517	1216792	>>>	275	|	27	>>>	lmo1191	cobyrinic_acid_a,c-diamide_synthase            	*	candidate	260	1.3e-05	X	9	Listeria_innocua_Clip11262_chromosome_<>Clostridium_perfringens_str._13_chromosome_<>Clostridium_perfringens_ATCC_13124_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Alkaliphilus_oremlandii_OhILAs_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Clostridium_ljungdahlii_DSM_13528_chromosome_<>Tepidanaerobacter_sp._Re1_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	NC_003210_Cobalamin2(+)_+_	1		Candidate_289_NC_003210(tandem),Candidate_418_NC_003210(anti)	-	5	RS	-
Candidate_420_NC_003210	|	lmo1289		hypothetical_protein                            	*	>>>	-2	|	1315434	1315688	<<<	254	|	78	>>>	lmo1290	hypothetical_protein                           	*	candidate	206	0.0036	X	4	Trichodesmium_erythraeum_IMS101_chromosome_<>Leuconostoc_gasicomitatum_LMG_18811_chromosome_<>Bacillus_cereus_biovar_anthracis_str._CI_chromosome_<>Clostridium_cellulovorans_743B_chromosome_	-	-	0	-	-	-	-	-	-
Candidate_421_NC_003210	|	lmo1297		hypothetical_protein                            	*	>>>	23	|	1326260	1326307	>>>	47	|	132	>>>	lmo1298	hypothetical_protein                           	*	candidate	225	0.00044	F	7	Listeria_innocua_Clip11262_chromosome_<>Oceanobacillus_iheyensis_HTE831_chromosome_<>Candidatus_Protochlamydia_amoebophila_UWE25_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Bartonella_tribocorum_CIP_105476_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	1		Candidate_239_NC_003210(para)	-	-	-	-
Candidate_422_NC_003210	|	lmo1299		hypothetical_protein                            	*	>>>	3	|	1328217	1328333	<<<	116	|	23	>>>	lmo1300	hypothetical_protein                           	*	candidate	315	1e-07	X	2	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_	RNA	-	0		Candidate_313_NC_003210(anti)	-	-	-	-
Candidate_423_NC_003210	|	lmo1320		DNA_polymerase_III_PolC                         	*	>>>	1	|	1351287	1351389	>>>	102	|	77	>>>	lmo1321	hypothetical_protein                           	*	candidate	878	7.4e-34	Z	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	5	-	-
Candidate_424_NC_003210	|	lmo1428		hypothetical_protein                            	*	<<<	84	|	1460327	1460533	>>>	206	|	0	<<<	lmo1429	hypothetical_protein                           	*	candidate	213	0.0017	F	6	Listeria_innocua_Clip11262_chromosome_<>Lactobacillus_sakei_subsp._sakei_23K_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Clostridium_botulinum_Ba4_str._657_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_425_NC_003210	|	lmo1496		transcription_elongation_factor_GreA            	*	<<<	36	|	1527941	1528095	<<<	154	|	2	<<<	lmo1497	uridine_kinase                                 	*	candidate	593	2.6e-20	X	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	-	-	0	-	-	-	-	-	-B.subtilis_sigA_2(10.68|-114)
Candidate_426_NC_003210	|	lmo1569		FxsA                                            	*	<<<	1	|	1608050	1608154	>>>	104	|	11	<<<	lmo1570	pyruvate_kinase                                	*	candidate	495	8.6e-16	X	4	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_seeligeri_serovar_1/2b_str._SLCC3954_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
Candidate_427_NC_003210	|	lmo1616		hypothetical_protein                            	*	<<<	1	|	1659250	1659453	>>>	203	|	3	<<<	lmo1617	hypothetical_protein                           	*	candidate	507	1.2e-16	F	3	Listeria_innocua_Clip11262_chromosome_<>Listeria_welshimeri_serovar_6b_str._SLCC5334_chromosome_<>Listeria_ivanovii_subsp._ivanovii_PAM_55_chromosome_	RNA	-	0	-	-	-	-	-	-
